wallet,amount
0x5C1AfEAedAbaD6D2Be349334338bdD192bca6E5e,100523393000000000000
0xC3389ac80A59598C31837219032E1637e7637370,10019728438000000000000
0xD559c57Ed7554c9D4E9FacBaEc623a2Ad3608811,1384826939000000000000
0x988982c544Caf3c70760681E72B69CE1DF65eF24,4012505676000000000000
0x115174ad5Bb108CABd165bFa43544E16a338BBD4,935185754000000000000
0x65Dcd6733290A9881280D8D40a06BcDeD98E9C2D,175000000000000000000
0x004FDe3a78545A152bd777377960d812A63c126e,15000006094000000000000
0x6589a1d405E5b42E3298b0f5D5fdFb6c84637D60,747516543000000000000
0xDC5591Ffe1163E055c2551FA0071bD8C0D190f38,3071904275000000000000
0x3311b02740Fa797Cd581880206dB2de01783C0a9,3820958785000000000000
0xFc55C0F46eA051cB74A49E955446DF6905d8381C,3752493977000000000000
0xB4C5B8347a9E8Bcf779232141e14b288B7a3f914,2000000000000000000000
0xbEEaCD4661d9a74186fB8a0e1B91fa9680d69dd8,753801036000000000000
0xB7dEfb12B27d55cd703AC9b01acBE11D60dDD6c0,13966581731000000000000
0x956F4e4Af9F53864E5D1E9d61dB27538be4dDe6b,1604846973000000000000
0x8e7b2353b9f0103E4c614aa53E8B7AFF89237a87,3083994789000000000000
0xfCE297D98aA290850695B0aEaae97549Fbb917e0,623970906000000000000
0x4Acc32f78DC269acC070cAea1Bf917a9F618353F,7413660328000000000000
0xD9eDF3a8dd2b0135b317C4C81332128880042F29,1019000000000000000000
0x7cB828A7B90FA88BE0C5Cb45bA4646D9BE0a28D9,60303000000000000000000
0x662b009fa2D6E78fC3ebBABc321FD5390961e8c2,49301000000000000000000
0x22Ca9cDb3d1451F39abdF3478F1C3Ba11B73F075,1001763231000000000000
0xda4DF6C488512051A0545aEad9CB032c4e3AAc0c,4532699502000000000000
0x6fceb9389F0B97ADfe9CCbb206F9f8D1ECEFed11,1600000000000000000000
0xdFa5CE59C8363522B559e109D17fc880B59cCF88,17519637441000000000000
0x16F570e93fDbC3A4865b7740DEB052eE94d87E15,307436675637000000000000
0x6D2ff1613BA130837a7c1c0F6bD0a44E94CAF757,47778779850000000000000
0x9b565b4b8dA0A1EbBF61133AB34bF871Fc65E0A7,46500000000000000000000
0x1A7138FC2992a04e8F13f5a9C0116787259C47aE,878047896000000000000
0x1312a2f7fB70daF09711B5EB0321DA04821635F0,44000000000000000000
0x4bcAFC832b94537d01AdCFEC81b95Bf36c3b6923,366907861000000000000
0xc23E8321CAb02CDBb8689c43C7B72c6A631D9503,1750000000000000000000
0x1cd7072e69d8420A43e5c928562E8D56BfB03726,1126328952000000000000
0xF439C86611575A4b63cbAE5efe2594D3DF1E36Ce,1000000000000000000000
0xa0093807D2C35018379522d4747944B001250553,196096173000000000000
0xA21F711E4a826c799939BC6E6E7b90065510b5C9,1600806027000000000000
0x6F4aC3FA962C4eD4a0D3E53D54908D0011f36e0B,21754090000000000000000
0x11cFab2aDEC90Aa53aF97B02cE72ED3a85e6E8D9,30000000000000000000000
0xcD3ee0494DEB60fF8967F84739fD93Dd9386fB03,30000000000000000000000
0xa4B324f9027E78A3533Cca2C6A359BFe7C675526,400000000000000000000
0xc5F724684751603A2291A76b2B29eD533f44571E,400000000000000000000
0x1a606d48bC21F29c29819b90BF82089092Cf9E6d,400000000000000000000
0x13AfA6db526b5E3c7911892110ce71029782C922,400000000000000000000
0x8ECd5BcAC14E2c11d6731e2555f2ECcD3b2d6c6F,400000000000000000000
0xa03A31CEb5253943dfF2c85F644539Ff69b049e7,400000000000000000000
0xb6f06C042117031FbAd0f903900c81DfE12196A9,400000000000000000000
0x71b3dd1cf16f11F5d878971C2EB66D76816a0822,1000000000000000000000
0x999d958AF08A05587c9D10B2EBeE7d84abFbFC21,1040345241000000000000
0xe95142A9A57ac143A23394F2666Dc556D3080196,400000000000000000000
0x1cAD40D5c7302249f4cd76B8C6cdaB1d059AcfF1,202020200000000000000000
0xdB037B32f2326F64d6d9f5b277eF7f3B30eD802d,400000000000000000000
0x000af63464219c5aF53c8871Ae9afAb8D7b88869,400000000000000000000
0x7b8B7567Cbf29957c7df438D5643dcbfF68dc596,400000000000000000000
0xa0C5d8B4e7e41629a1dc4dbBDcf249783B742579,400000000000000000000
0x3234F3383d50aA257147123C25C5E24FEe33904f,400000000000000000000
0xd5AC3e2e1BA432227bA22bc435C13c1d53c73B24,400000000000000000000
0x66f5f85c2CfB64d7E7c66DB3551D789e04B773B5,400000000000000000000
0xBFf47d86cC8e7d332c67dd60f774BF734ee9429a,400000000000000000000
0x9ddeA6c0BfA53bdF244aDE7Ba5Ed7e227F6e58B4,210210210000000000000000
0x5e51eA950112d7CCF4DB911E48401b627fAac8f9,400000000000000000000
0x51f90F78b6292559De993DDDb26cb4E73024BcE6,400000000000000000000
0xdE24b362F4A5EA5080C0233C7fafE02022F1D215,400000000000000000000
0x71039D94860460F23F67f46917d130f980d143C8,400000000000000000000
0x81d8d0ce95Bb25bc16D70646AA82228476222a5d,9208907572000000000000
0xD8873bb4557632F6e15747630b869007da4aff43,191509370311000000000000
0x1Ad661a1Feda108982C95c6adCe31e3B2417FC3b,200000000000000000000000
0x2Eb75f6b58a2b2D7aB53f1AF8D969B3014257a8a,199999930000000000000000
0xD0aa2526214453659FC62b2C0550f2229F01198F,2005520000000000000000
0x24198aF68Eb5f276fc0406d2e07aE09210bDcbB6,76380473179000000000000
0x0448F1d25beDa35E199604E606F9A8BE87F22678,16976478499000000000000
0xa50A9B931E22D45Ef4e0cDdAD1EB09921969A9F0,8785910412000000000000
0x14adF8896C7711aC192E85Cac3b3C3992E0bF22d,47000000000000000000000
0x923Ca709526c51f5656d70ea0d609B43C01Da63b,88000000000000000000
0x12fe0f6804d6ac5b4f581451856d4587F3974De9,7042819674000000000000
0xf175846de880d076204156997f30E2BA24247890,2048000000000000000000
0x72C8DecECf113A59c2cB7e64c5096b29C72bb378,1012195972000000000000
0x3085D4d0e2358be12BFF44e1310B2d6CA2778853,2083245000000000000000
0x3cE6a5AF98bAE8586e12b1c5268cEc8A5bA04942,1006897316000000000000
0x4723Aa09Dbf8d2C9A08446BeeB2DD46906f63567,16798570511000000000000
0xC6ab2AcAFB748F41B47EF45e28DfC28909Fe79b0,1002503379000000000000
0xcD2f37D60cE44F1f23eF1a8dcd1Fe664a8b9B2d2,1029767870000000000000
0xc070EDEB36CdA07920e42A477db3cee168eeb226,1009976785000000000000
0xA20B0713294016503fDdC5d4C57bdc1b377B2526,1000034236000000000000
0xD04C382490D4c2F03526169B7f3b053f86E8B2e2,10071008233000000000000
0x1725dac820bB76D56E2B06Fd867a2489de67536b,4000000919000000000000
0x478979f1A9B50622C511f4a67dB1e1575d895b12,16041022152000000000000
0x22A69346de4FC98B490171f8D53F3497e865f855,10000000000000000000000
0xC67535Ab55C2B6A07Bc01f173bb6A89F5CbB1648,3883489034000000000000
0xB3CE7D2B18E1267d39d924E37265Bf8fD99593B3,5035880000000000000000
0x7F8a9D71c36f89574120103Ca4b9483d40897827,15736000000000000000000
0x0432723543A39D93080Fdc6d17BAB540AA543d73,2373178122000000000000
0x9ab5797df55AC49e161b1defe250D8328e4EC2AA,2850000000000000000000
0x212F301AdBFdaDCa24284f02F07119b75ED79386,1068417113000000000000
0x07C0AFDcd1dA45212D94b135A2c57492a03cA2a5,6510000000000000000000
0xf6f68aEDCA0b93f0868398577F22bEe684908056,2039757194000000000000
0xD762d1008Ef4b822cc6Ad568F325A55A7a7D0222,8888000000000000000000
0xa2b4c41451943E4Aa8d668eb4643e587acE61209,2969463942000000000000
0x94a20E4719cDC59FD4475645B5E4e0b80cE39B12,5821327083000000000000
0x192E075DcFb6747fb01B1AE7632CDd80e8F6230C,1000006671000000000000
0xdd23777a5f010cAE46d82be842eA4CaDabCAc854,1001000000000000000000
0xAd7B07945eE9fC894f9AA4a66D942493F6d91F4F,5000000000000000000000
0x711d3254D6ba806ee13e8dee23399F7f772817Dc,1137500000000000000000
0xe4272bCa6DA323391aE38bbcdc9c864345541597,5001932599000000000000
0xBEE089cFa347E4FAF57c0b0F98aB81A6343b9bee,1100000000000000000000
0x9aFF5832D12D9062d6a948980046D91dB4151dFc,1310067564000000000000
0xB905483567702531F6715B7f9c8Cffff415109D3,4664000000000000000000
0xf00A8009431471a1Dbd6D831de5ce9607845e63e,1750000000000000000000
0x4Ef222a98Db264baf4d35346A7C5219D5229eC7c,1000000000000000000000
0xd8c397181Efd01Bf88cA369c27f82Bf804EB1017,1413927455000000000000
0x85eA6619899218573F6dBF32594b871b495d0Af8,5000752815000000000000
0xd98961B2E6ef051B8A87E7ebEBF5181453aAD87c,1012536482000000000000
0x1aCA3b9729fb9fBD93a82575fFF7021f2242c0CD,60237770000000000000
0x008e80aa66b8cA8383bB37b6DF57ce3a56d0Fa65,11620612059000000000000
0x2Df7064AebC27419eBdf3977506799283ed12Bda,5000000000000000000000
0xE1450b4f6614950D9404739FEda7D094bdCEf23A,5000000000000000000000
0xAf0154429D0059bF116f1459914294a59aB1A79b,5051000000000000000000
0x1b3fFAF1f063a321c0a6e2BFB79cd0A64d6C5Aa5,1098081978000000000000
0x45aFFb80CDADFE3b83431542B1e4d0C8e093d7C3,25131483620000000000000
0x58dA910a4525456459E4E0DDE1a4c86219B8e9D8,8000000000000000000000
0xFd25bFD8cbf9e63EDA32616ca2C47fB9c863f789,1250000000000000000000
0x6117A43aaAa6BcdC349291CE3D5bD89DBf45D467,3000000000000000000000
0x651FAE134C3cb05A89a7F76ABea88f5368b38139,1600341971000000000000
0x98249d11150f15d5712B7c5ed7E61C57A70bf775,61325858000000000000
0xc177BdC619281108F2fA28539E2CDb2e4D9b820c,2615817488000000000000
0xFA036493ED31a2DB81ceEbCd6eBbdE9650c98644,2890976202000000000000
0x56e739b693Eb5597052e6788005efe249C49b970,1500000000000000000000
0xfe88C02c5B0A995dC953e6aE63d62f9cB0fb7F15,2626000000000000000000
0x377c773039B35Da8d12bdC37192B936b4BC260f8,2000000000000000000000
0x21911951d52c91E0E641dE5067fE2DF5810Efd5F,448847903000000000000
0xc940Be4D7618A4A89C3F1B27B5dB93D451fF41B6,1000000000000000000000
0x3717A5A2f138757eF82be6819D3Bec11f8804045,4286553141000000000000
0x18049189c72c6a5aD0f6DED710448548a7111019,2000000000000000000000
0x262f48875eb1F7a75189b3B6c0d757d50976d0d0,7500006585000000000000
0x6718AA21D34f480d8A5639b15B9AEe7300651D69,3725925531000000000000
0xaA4A75d4fB43dC8FcA15931a069e196Fa4a05696,1000000000000000000000
0x322AD94758b86C2eeD2748c6606C7aAB1ea175C5,9676402794000000000000
0x1aD5F28a4775F8292eeDD3288fF760DD9E825D05,13333000000000000000000
